LocationCode,RegistrarOffice
3100,จังหวัดบุรีรัมย์
3101,อำเภอเมืองบุรีรัมย์
3102,อำเภอคูเมือง
3103,อำเภอกระสัง
3104,อำเภอนางรอง
3105,อำเภอหนองกี่
3106,อำเภอละหานทราย
3107,อำเภอประโคนชัย
3108,อำเภอบ้านกรวด
3109,อำเภอพุทไธสง
3110,อำเภอลำปลายมาศ
3111,อำเภอสตึก
3112,อำเภอปะคำ
3113,อำเภอนาโพธิ์
3114,อำเภอหนองหงส์
3115,อำเภอพลับพลาชัย
3116,อำเภอห้วยราช
3117,อำเภอโนนสุวรรณ
3118,อำเภอชำนิ
3119,อำเภอบ้านใหม่ไชยพจน์
3120,อำเภอโนนดินแดง
3121,อำเภอบ้านด่าน
3122,อำเภอแคนดง
3123,อำเภอเฉลิมพระเกียรติ
3124,กิ่งอำเภอปราสาทเมืองต่ำ
3162,ท้องถิ่นเทศบาลตำบลจันดุม
3163,ท้องถิ่นเทศบาลตำบลห้วยหิน
3164,ท้องถิ่นเทศบาลตำบลสำโรงใหม่
3165,ท้องถิ่นเทศบาลตำบลจันทบเพชร
3166,ท้องถิ่นเทศบาลตำบลหนองแวง
3167,ท้องถิ่นเทศบาลตำบลหนองไม้งาม
3168,ท้องถิ่นเทศบาลตำบลบ้านกรวดปัญญาวัฒน์
3169,ท้องถิ่นเทศบาลตำบลบ้านด่าน
3170,ท้องถิ่นเทศบาลตำบลถาวร
3171,ท้องถิ่นเทศบาลตำบลยายแย้มวัฒนา
3172,ท้องถิ่นเทศบาลตำบลอิสาณ
3173,ท้องถิ่นเทศบาลตำบลโกรกแก้ว
3174,ท้องถิ่นเทศบาลตำบลศาลเจ้าพ่อขุนศรี
3175,ท้องถิ่นเทศบาลตำบลตาจง
3176,ท้องถิ่นเทศบาลตำบลพนมรุ้ง
3177,ท้องถิ่นเทศบาลตำบลแคนดง
3178,ท้องถิ่นเทศบาลตำบลโนนดินแดง
3179,ท้องถิ่นเทศบาลตำบลบ้านใหม่ไชยพจน์
3180,ท้องถิ่นเทศบาลตำบลโนนสุวรรณ
3181,ท้องถิ่นเทศบาลตำบลห้วยราช
3182,ท้องถิ่นเทศบาลตำบลพลับพลาชัย
3183,ท้องถิ่นเทศบาลตำบลหนองหงส์
3184,ท้องถิ่นเทศบาลตำบลนาโพธิ์
3185,ท้องถิ่นเทศบาลตำบลปะคำ
3186,ท้องถิ่นเทศบาลตำบลสตึก
3187,ท้องถิ่นเทศบาลตำบลลำปลายมาศ
3188,ท้องถิ่นเทศบาลตำบลทะเมนชัย
3189,ท้องถิ่นเทศบาลตำบลพุทไธสง
3190,ท้องถิ่นเทศบาลตำบลบ้านกรวด
3191,ท้องถิ่นเทศบาลตำบลตลาดนิคมปราสาท
3192,ท้องถิ่นเทศบาลตำบลประโคนชัย
3193,ท้องถิ่นเทศบาลตำบลละหานทราย
3194,ท้องถิ่นเทศบาลตำบลหนองกี่
3195,ท้องถิ่นเทศบาลตำบลกระสัง
3196,ท้องถิ่นเทศบาลตำบลหินเหล็กไฟ
3197,ท้องถิ่นเทศบาลตำบลคูเมือง
3198,ท้องถิ่นเทศบาลเมืองนางรอง
3199,ท้องถิ่นเทศบาลเมืองบุรีรัมย์
3200,จังหวัดสุรินทร์
3201,อำเภอเมืองสุรินทร์
3202,อำเภอชุมพลบุรี
3203,อำเภอท่าตูม
3204,อำเภอจอมพระ
3205,อำเภอปราสาท
3206,อำเภอกาบเชิง
3207,อำเภอรัตนบุรี
3208,อำเภอสนม
3209,อำเภอศีขรภูมิ
3210,อำเภอสังขะ
3211,อำเภอลำดวน
3212,อำเภอสำโรงทาบ
3213,อำเภอบัวเชด
3214,อำเภอพนมดงรัก
3215,อำเภอศรีณรงค์
3216,อำเภอเขวาสินรินทร์
3217,อำเภอโนนนารายณ์
3286,ท้องถิ่นเทศบาลตำบลบัวเชด
3287,ท้องถิ่นเทศบาลตำบลสำโรงทาบ
3288,ท้องถิ่นเทศบาลตำบลลำดวนสุรพินท์
3289,ท้องถิ่นเทศบาลตำบลสังขะ
3290,ท้องถิ่นเทศบาลตำบลศีขรภูมิ
3291,ท้องถิ่นเทศบาลตำบลสนม
3292,ท้องถิ่นเทศบาลตำบลรัตนบุรี
3293,ท้องถิ่นเทศบาลตำบลนิคมปราสาท
3294,ท้องถิ่นเทศบาลตำบลกังแอน
3295,ท้องถิ่นเทศบาลตำบลจอมพระ
3296,ท้องถิ่นเทศบาลตำบลท่าตูม
3297,ท้องถิ่นเทศบาลตำบลชุมพลบุรี
3298,ท้องถิ่นเทศบาลตำบลเมืองที
3299,ท้องถิ่นเทศบาลเมืองสุรินทร์
3300,จังหวัดศรีสะเกษ
3301,อำเภอเมืองศรีสะเกษ
3302,อำเภอยางชุมน้อย
3303,อำเภอกันทรารมย์
3304,อำเภอกันทรลักษ์
3305,อำเภอขุขันธ์
3306,อำเภอไพรบึง
3307,อำเภอปรางค์กู่
3308,อำเภอขุนหาญ
3309,อำเภอราษีไศล
3310,อำเภออุทุมพรพิสัย
3311,อำเภอบึงบูรพ์
3312,อำเภอห้วยทับทัน
3313,อำเภอโนนคูณ
3314,อำเภอศรีรัตนะ
3315,อำเภอน้ำเกลี้ยง
3316,อำเภอวังหิน
3317,อำเภอภูสิงห์
3318,อำเภอเมืองจันทร์
3319,อำเภอเบญจลักษ์
3320,อำเภอพยุห์
3321,อำเภอโพธิ์ศรีสุวรรณ
3322,อำเภอศิลาลาด
3323,กิ่งอำเภอทับทิมสยาม
3324,กิ่งอำเภอศรีเมืองทอง
3325,กิ่งอำเภอเขาพระวิหาร
3381,ท้องถิ่นเทศบาลตำบลบุสูง
3382,ท้องถิ่นเทศบาลตำบลกันทรอม
3383,ท้องถิ่นเทศบาลตำบลกระหวัน
3384,ท้องถิ่นเทศบาลตำบลน้ำคำ
3385,ท้องถิ่นเทศบาลตำบลโพธิ์กระสังข์
3386,ท้องถิ่นเทศบาลตำบลพยุห์
3387,ท้องถิ่นเทศบาลตำบลศรีรัตนะ
3388,ท้องถิ่นเทศบาลตำบลห้วยทับทัน
3389,ท้องถิ่นเทศบาลตำบลบึงบูรพ์
3390,ท้องถิ่นเทศบาลตำบลกำแพง
3391,ท้องถิ่นเทศบาลตำบลเมืองคง
3392,ท้องถิ่นเทศบาลตำบลขุนหาญ
3393,ท้องถิ่นเทศบาลตำบลปรางค์กู่
3394,ท้องถิ่นเทศบาลตำบลไพรบึง
3395,ท้องถิ่นเทศบาลตำบลเมืองขุขันธ์
3396,ท้องถิ่นเทศบาลเมืองกันทรลักษ์
3397,ท้องถิ่นเทศบาลตำบลกันทรารมย์
3398,ท้องถิ่นเทศบาลตำบลยางชุมน้อย
3399,ท้องถิ่นเทศบาลเมืองศรีสะเกษ
3400,จังหวัดอุบลราชธานี
3401,อำเภอเมืองอุบลราชธานี
3402,อำเภอศรีเมืองใหม่
3403,อำเภอโขงเจียม
3404,อำเภอเขื่องใน
3405,อำเภอเขมราฐ
3406,อำเภอชานุมาน
3407,อำเภอเดชอุดม
3408,อำเภอนาจะหลวย
3409,อำเภอน้ำยืน
3410,อำเภอบุณฑริก
3411,อำเภอตระการพืชผล
3412,อำเภอกุดข้าวปุ้น
3413,อำเภอพนา
3414,อำเภอม่วงสามสิบ
3415,อำเภอวารินชำราบ
3416,อำเภออำนาจเจริญ
3417,อำเภอเสนางคนิคม
3418,อำเภอหัวตะพาน
3419,อำเภอพิบูลมังสาหาร
3420,อำเภอตาลสุม
3421,อำเภอโพธิ์ไทร
3422,อำเภอสำโรง
3423,กิ่งอำเภอลืออำนาจ
3424,อำเภอดอนมดแดง
3425,อำเภอสิรินธร
3426,อำเภอทุ่งศรีอุดม
3427,อำเภอปทุมราชวงศา
3429,อำเภอนาเยีย
3430,อำเภอนาตาล
3431,อำเภอเหล่าเสือโก้ก
3432,อำเภอสว่างวีระวงศ์
3433,อำเภอน้ำขุ่น
3463,ท้องถิ่นเทศบาลตำบลกุดชมภู
3464,ท้องถิ่นเทศบาลตำบลคำน้ำแซบ
3465,ท้องถิ่นเทศบาลตำบลหัวนา
3466,ท้องถิ่นเทศบาลตำบลโพนงาม
3467,ท้องถิ่นเทศบาลตำบลเมืองศรีไค
3468,ท้องถิ่นเทศบาลตำบลหนองผือ
3469,ท้องถิ่นเทศบาลตำบลขามป้อม
3470,ท้องถิ่นเทศบาลตำบลเทพวงศา
3471,ท้องถิ่นเทศบาลตำบลปทุม
3472,ท้องถิ่นเทศบาลตำบลคอแลน
3473,ท้องถิ่น ทต.นิคมสร้างตนเองลำโดมน้อย
3474,ท้องถิ่นเทศบาลตำบลกุดประทาย
3475,ท้องถิ่นเทศบาลตำบลขามใหญ่
3476,ท้องถิ่นเทศบาลตำบลแสนสุข
3477,ท้องถิ่นเทศบาลตำบลนาเยีย
3478,ท้องถิ่นเทศบาลตำบลช่องเม็ก
3479,ท้องถิ่นเทศบาลตำบลโพธิ์ไทร
3480,ท้องถิ่นเทศบาลตำบลตาลสุม
3481,ท้องถิ่นเทศบาลตำบลอ่างศิลา
3482,ท้องถิ่นเทศบาลตำบลห้วยขะยุง
3483,ท้องถิ่นเทศบาลตำบลม่วงสามสิบ
3484,ท้องถิ่นเทศบาลตำบลกุดข้าวปุ้น
3485,ท้องถิ่นเทศบาลตำบลตระการพืชผล
3486,ท้องถิ่นเทศบาลตำบลบุณฑริก
3487,ท้องถิ่นเทศบาลตำบลน้ำยืน
3488,ท้องถิ่นเทศบาลตำบลนาจะหลวย
3489,ท้องถิ่นเทศบาลเมืองเดชอุดม
3490,ท้องถิ่นเทศบาลตำบลบัวงาม
3491,ท้องถิ่นเทศบาลตำบลนาส่วง
3492,ท้องถิ่นเทศบาลตำบลเขมราฐ
3493,ท้องถิ่นเทศบาลตำบลเขื่องใน
3494,ท้องถิ่นเทศบาลตำบลบ้านด่านโขงเจียม
3495,ท้องถิ่นเทศบาลตำบลศรีเมืองใหม่
3496,ท้องถิ่นเทศบาลตำบลอุบล
3497,ท้องถิ่นเทศบาลเมืองพิบูลมังสาหาร
3498,ท้องถิ่นเทศบาลเมืองวารินชำราบ
3499,ท้องถิ่นเทศบาลนครอุบลราชธานี
3500,จังหวัดยโสธร
3501,อำเภอเมืองยโสธร
3502,อำเภอทรายมูล
3503,อำเภอกุดชุม
3504,อำเภอคำเขื่อนแก้ว
3505,อำเภอป่าติ้ว
3506,อำเภอมหาชนะชัย
3507,อำเภอค้อวัง
3508,อำเภอเลิงนกทา
3509,อำเภอไทยเจริญ
3510,กิ่งอำเภอบดินทรเดชา
3591,ท้องถิ่นเทศบาลตำบลสามแยก
3592,ท้องถิ่นเทศบาลตำบลเลิงนกทา
3593,ท้องถิ่นเทศบาลตำบลค้อวัง
3594,ท้องถิ่นเทศบาลตำบลฟ้าหยาด
3595,ท้องถิ่นเทศบาลตำบลป่าติ้ว
3596,ท้องถิ่นเทศบาลตำบลคำเขื่อนแก้ว
3597,ท้องถิ่นเทศบาลตำบลกุดชุมพัฒนา
3598,ท้องถิ่นเทศบาลตำบลทรายมูล
3599,ท้องถิ่นเทศบาลเมืองยโสธร
3600,จังหวัดชัยภูมิ
3601,อำเภอเมืองชัยภูมิ
3602,อำเภอบ้านเขว้า
3603,อำเภอคอนสวรรค์
3604,อำเภอเกษตรสมบูรณ์
3605,อำเภอหนองบัวแดง
3606,อำเภอจัตุรัส
3607,อำเภอบำเหน็จณรงค์
3608,อำเภอหนองบัวระเหว
3609,อำเภอเทพสถิต
3610,อำเภอภูเขียว
3611,อำเภอบ้านแท่น
3612,อำเภอแก้งคร้อ
3613,อำเภอคอนสาร
3614,อำเภอภักดีชุมพล
3615,อำเภอเนินสง่า
3616,อำเภอซับใหญ่
3617,กิ่งอำเภอภูผาทอง
3618,กิ่งอำเภอบ้านเดื่อ
3651,สาขาตำบลโนนสำราญ
3652,สาขาตำบลบ้านหว่าเฒ่า
3653,สาขาตำบลวังชมภู หนองบัวแดง
3654,สาขาตำบลซับใหญ่ อำเภอจัตุรัส
3655,สาขาตำบลโคกเพชร อำเภอบำเหน็จณรงค์
3656,สาขาตำบลนายางกลัก อำเภอเทพสถิต
3657,สาขาตำบลบ้านเต่า อำเภอบ้านแท่น
3658,สาขาตำบลท่ามะไฟหวาน อำเภอแก้งคร้อ
3659,สาขาตำบลโนนคูณ อำเภอคอนสาร 
3676,ท้องถิ่นเทศบาลตำบลห้วยยาง
3677,ท้องถิ่นเทศบาลตำบลบ้านเดื่อ
3678,ท้องถิ่นเทศบาลตำบลโคกสะอาด
3679,ท้องถิ่นเทศบาลตำบลห้วยแย้
3680,ท้องถิ่นเทศบาลตำบลคอนสาร
3681,ท้องถิ่นเทศบาลตำบลแก้งคร้อ
3682,ท้องถิ่นเทศบาลตำบลนาหนองทุ่ม
3683,ท้องถิ่นเทศบาลตำบลบ้านแท่น
3684,ท้องถิ่นเทศบาลตำบลภูเขียว
3685,ท้องถิ่นเทศบาลตำบลบ้านเพชรภูเขียว
3686,ท้องถิ่นเทศบาลตำบลเทพสถิต
3687,ท้องถิ่นเทศบาลตำบลหนองบัวระเหว
3688,ท้องถิ่นเทศบาลตำบลบำเหน็จณรงค์
3689,ท้องถิ่นเทศบาลตำบลบ้านเพชร
3690,ท้องถิ่นเทศบาลตำบลหนองบัวโคก
3691,ท้องถิ่นเทศบาลตำบลจัตุรัส
3692,ท้องถิ่นเทศบาลตำบลหนองบัวแดง
3693,ท้องถิ่นเทศบาลตำบลบ้านเป้า
3694,ท้องถิ่นเทศบาลตำบลเกษตรสมบูรณ์
3695,ท้องถิ่นเทศบาลตำบลคอนสวรรค์
3696,ท้องถิ่นเทศบาลตำบลบ้านเขว้า
3697,ท้องถิ่นเทศบาลตำบลลาดใหญ่
3698,ท้องถิ่นเทศบาลตำบลบ้านค่ายหมื่นแผ้ว
3699,ท้องถิ่นเทศบาลเมืองชัยภูมิ
3700,จังหวัดอำนาจเจริญ
3701,อำเภอเมืองอำนาจเจริญ
3702,อำเภอชานุมาน
3703,อำเภอปทุมราชวงศา
3704,อำเภอพนา
3705,อำเภอเสนางคนิคม
3706,อำเภอหัวตะพาน
3707,อำเภอลืออำนาจ
3790,ท้องถิ่นเทศบาลตำบลนายม
3791,ท้องถิ่นเทศบาลตำบลพระเหลา
3792,ท้องถิ่นเทศบาลตำบลอำนาจ
3793,ท้องถิ่นเทศบาลตำบลหัวตะพาน
3794,ท้องถิ่นเทศบาลตำบลเสนางคนิคม
3795,ท้องถิ่นเทศบาลตำบลพนา
3796,ท้องถิ่นเทศบาลตำบลปทุมราชวงศา
3797,ท้องถิ่นเทศบาลตำบลชานุมาน
3798,ท้องถิ่นเทศบาลตำบลน้ำปลีก
3799,ท้องถิ่นเทศบาลเมืองอำนาจเจริญ
3800,จังหวัดบึงกาฬ
3801,อำเภอเมืองบึงกาฬ
3802,อำเภอพรเจริญ
3803,อำเภอโซ่พิสัย
3804,อำเภอเซกา
3805,อำเภอปากคาด
3806,อำเภอบึงโขงหลง
3807,อำเภอศรีวิไล
3808,อำเภอบุ่งคล้า
3887,ท้องถิ่นเทศบาลตำบลหอคำ
3888,ท้องถิ่นเทศบาลตำบลโนนสว่าง
3889,ท้องถิ่นเทศบาลตำบลวิศิษฐ์
3890,ท้องถิ่นเทศบาลตำบลศรีวิไล
3891,ท้องถิ่นเทศบาลตำบลบึงโขงหลง
3892,ท้องถิ่นเทศบาลตำบลปากคาด
3893,ท้องถิ่นเทศบาลตำบลศรีพนา
3894,ท้องถิ่นเทศบาลตำบลท่าสะอาด
3895,ท้องถิ่นเทศบาลตำบลโซ่พิสัย
3896,ท้องถิ่นเทศบาลตำบลพรเจริญ
3897,ท้องถิ่นเทศบาลตำบลดอนหญ้านาง
3898,ท้องถิ่นเทศบาลเมืองบึงกาฬ
3900,จังหวัดหนองบัวลำภู
3901,อำเภอเมืองหนองบัวลำภู
3902,อำเภอนากลาง
3903,อำเภอโนนสัง
3904,อำเภอศรีบุญเรือง
3905,อำเภอสุวรรณคูหา
3906,อำเภอนาวัง
3907,กิ่งอำเภอกุดดินจี่
3908,กิ่งอำเภอยางหล่อ
3909,กิ่งอำเภอหัวนา
3986,ท้องถิ่นเทศบาลตำบลยางหล่อ
3987,ท้องถิ่นเทศบาลตำบลนาเหล่า
3988,ท้องถิ่นเทศบาลตำบลสุวรรณคูหา
3989,ท้องถิ่นเทศบาลตำบลบ้านโคก
3990,ท้องถิ่นเทศบาลตำบลโนนสูงเปลือย
3991,ท้องถิ่นเทศบาลตำบลจอมทอง
3992,ท้องถิ่นเทศบาลตำบลโนนสัง
3993,ท้องถิ่นเทศบาลตำบลกุดดู่
3994,ท้องถิ่นเทศบาลตำบลนากลาง
3995,ท้องถิ่นเทศบาลตำบลกุดดินจี่
3996,ท้องถิ่นเทศบาลตำบลหัวนา
3997,ท้องถิ่นเทศบาลตำบลนามะเฟือง
3998,ท้องถิ่นเทศบาลตำบลนาคำไฮ
3999,ท้องถิ่นเทศบาลเมืองหนองบัวลำภู
4000,จังหวัดขอนแก่น
4001,อำเภอเมืองขอนแก่น
4002,อำเภอบ้านฝาง
4003,อำเภอพระยืน
4004,อำเภอหนองเรือ
4005,อำเภอชุมแพ
4006,อำเภอสีชมพู
4007,อำเภอน้ำพอง
4008,อำเภออุบลรัตน์
4009,อำเภอกระนวน
4010,อำเภอบ้านไผ่
4011,อำเภอเปือยน้อย
4012,อำเภอพล
4013,อำเภอแวงใหญ่
4014,อำเภอแวงน้อย
4015,อำเภอหนองสองห้อง
4016,อำเภอภูเวียง
4017,อำเภอมัญจาคีรี
4018,อำเภอชนบท
4019,อำเภอเขาสวนกวาง
4020,อำเภอภูผาม่าน
4021,อำเภอซำสูง
4022,อำเภอโคกโพธิ์ไชย
4023,อำเภอหนองนาคำ
4024,อำเภอบ้านแฮด
4025,อำเภอโนนศิลา
4026,กิ่งอำเภอภูคำน้อย
4027,กิ่งอำเภอหนองแก
4028,กิ่งอำเภอโนนหัน
4029,อำเภอเวียงเก่า
4054,ท้องถิ่นเทศบาลเมืองศิลา
4055,ท้องถิ่นเทศบาลตำบลโคกสูง
4056,ท้องถิ่นเทศบาลตำบลสะอาด
4057,ท้องถิ่นเทศบาลเมืองบ้านทุ่ม
4058,ท้องถิ่นเทศบาลตำบลโนนสมบูรณ์
4059,ท้องถิ่นเทศบาลตำบลนาข่า
4060,ท้องถิ่นเทศบาลตำบลม่วงหวาน
4061,ท้องถิ่นเทศบาลตำบลหนองตูม
4062,ท้องถิ่นเทศบาลตำบลเมืองเก่า
4063,ท้องถิ่นเทศบาลตำบลโนนท่อน
4064,ท้องถิ่นเทศบาลตำบลบ้านค้อ
4065,ท้องถิ่นเทศบาลตำบลกุดน้ำใส
4066,ท้องถิ่นเทศบาลตำบลลำน้ำพอง
4067,ท้องถิ่นเทศบาลตำบลสาวะถี
4068,ท้องถิ่นเทศบาลตำบลบ้านเป็ด
4069,ท้องถิ่นเทศบาลตำบลโนนศิลา
4070,ท้องถิ่นเทศบาลตำบลบ้านแฮด
4071,ท้องถิ่นเทศบาลตำบลบ้านโคก
4072,ท้องถิ่นเทศบาลตำบลซำสูง
4073,ท้องถิ่นเทศบาลตำบลภูผาม่าน
4074,ท้องถิ่นเทศบาลตำบลเขาสวนกวาง
4075,ท้องถิ่นเทศบาลตำบลชนบท
4076,ท้องถิ่นเทศบาลตำบลมัญจาคีรี
4077,ท้องถิ่นเทศบาลตำบลภูเวียง
4078,ท้องถิ่นเทศบาลตำบลหนองสองห้อง
4079,ท้องถิ่นเทศบาลตำบลแวงน้อย
4080,ท้องถิ่นเทศบาลตำบลแวงใหญ่
4081,ท้องถิ่นเทศบาลตำบลเปือยน้อย
4082,ท้องถิ่นเทศบาลเมืองกระนวน
4083,ท้องถิ่นเทศบาลตำบลเขื่อนอุบลรัตน์
4084,ท้องถิ่นเทศบาลตำบลวังชัย
4085,ท้องถิ่นเทศบาลตำบลน้ำพอง
4086,ท้องถิ่นเทศบาลตำบลสีชมพู
4087,ท้องถิ่นเทศบาลตำบลโนนหัน
4088,ท้องถิ่นเทศบาลตำบลโคกสูงสัมพันธ์
4089,ท้องถิ่นเทศบาลตำบลหนองเรือ
4090,ท้องถิ่นเทศบาลตำบลหนองแก
4091,ท้องถิ่นเทศบาลตำบลดอนโมง
4092,ท้องถิ่นเทศบาลตำบลพระยืน
4093,ท้องถิ่นเทศบาลตำบลบ้านโต้น
4094,ท้องถิ่นเทศบาลตำบลบ้านฝาง
4095,ท้องถิ่นเทศบาลตำบลท่าพระ
4096,ท้องถิ่นเทศบาลเมืองชุมแพ
4097,ท้องถิ่นเทศบาลเมืองบ้านไผ่
4098,ท้องถิ่นเทศบาลเมืองเมืองพล
4099,ท้องถิ่นเทศบาลนครขอนแก่น
4100,จังหวัดอุดรธานี
4101,อำเภอเมืองอุดรธานี
4102,อำเภอกุดจับ
4103,อำเภอหนองวัวซอ
4104,อำเภอกุมภวาปี
4105,อำเภอโนนสะอาด
4106,อำเภอหนองหาน
4107,อำเภอทุ่งฝน
4108,อำเภอไชยวาน
4109,อำเภอศรีธาตุ
4110,อำเภอวังสามหมอ
4111,อำเภอบ้านดุง
4112,อำเภอหนองบัวลำภู
4113,อำเภอศรีบุญเรือง
4114,อำเภอนากลาง
4115,อำเภอสุวรรณคูหา
4116,อำเภอโนนสัง
4117,อำเภอบ้านผือ
4118,อำเภอน้ำโสม
4119,อำเภอเพ็ญ
4120,อำเภอสร้างคอม
4121,อำเภอหนองแสง
4122,อำเภอนายูง
4123,อำเภอพิบูลย์รักษ์
4124,อำเภอกู่แก้ว
4125,อำเภอประจักษ์ศิลปาคม
4126,กิ่งอำเภอภูพระบาท
4127,กิ่งอำเภอวังสายไหม
4157,ท้องถิ่นเทศบาลตำบลนาดี
4158,ท้องถิ่นเทศบาลตำบลหนองหว้า
4159,ท้องถิ่นเทศบาลตำบลหัวนาคำ
4160,ท้องถิ่นเทศบาลตำบลผาสุก
4161,ท้องถิ่นเทศบาลตำบลโพนสูง
4162,ท้องถิ่นเทศบาลตำบลจำปี
4163,ท้องถิ่นเทศบาลตำบลสร้างคอม
4164,ท้องถิ่นเทศบาลตำบลบ้านธาตุ
4165,ท้องถิ่นเทศบาลตำบลเวียงคำ
4166,ท้องถิ่นเทศบาลตำบลลำพันชาด
4167,ท้องถิ่นเทศบาลตำบลหนองไผ่
4168,ท้องถิ่นเทศบาลตำบลหนองไผ่
4169,ท้องถิ่นเทศบาลตำบลปะโค
4170,ท้องถิ่นเทศบาลตำบลแสงสว่าง
4171,ท้องถิ่นเทศบาลตำบลเพ็ญ
4172,ท้องถิ่นเทศบาลตำบลน้ำโสม
4173,ท้องถิ่นเทศบาลตำบลนางัว
4174,ท้องถิ่นเทศบาลตำบลบ้านผือ
4175,ท้องถิ่นเทศบาลเมืองบ้านดุง
4176,ท้องถิ่นเทศบาลตำบลวังสามหมอ
4177,ท้องถิ่นเทศบาลตำบลศรีธาตุ
4178,ท้องถิ่นเทศบาลตำบลไชยวาน
4179,ท้องถิ่นเทศบาลตำบลทุ่งฝน
4180,ท้องถิ่นเทศบาลตำบลหนองหาน
4181,ท้องถิ่นเทศบาลตำบลหนองเม็ก
4182,ท้องถิ่นเทศบาลตำบลบ้านเชียง
4183,ท้องถิ่นเทศบาลตำบลโนนสะอาด
4184,ท้องถิ่นเทศบาลตำบลห้วยเกิ้ง
4185,ท้องถิ่นเทศบาลตำบลพันดอน
4186,ท้องถิ่นเทศบาลตำบลกุมภวาปี
4187,ท้องถิ่นเทศบาลตำบลภูผาแดง
4188,ท้องถิ่นเทศบาลตำบลหนองวัวซอ
4189,ท้องถิ่นเทศบาลตำบลสร้างก่อ
4190,ท้องถิ่นเทศบาลตำบลตาลเลียน
4191,ท้องถิ่นเทศบาลตำบลเชียงเพ็ง
4192,ท้องถิ่นเทศบาลตำบลกุดจับ
4193,ท้องถิ่นเทศบาลตำบลหนองบัว
4194,ท้องถิ่นเทศบาลเมืองหนองสำโรง
4195,ท้องถิ่นเทศบาลตำบลบ้านจั่น
4196,ท้องถิ่นเทศบาลเมืองโนนสูง-น้ำคำ
4197,ท้องถิ่นเทศบาลตำบลนิคมสงเคราะห์
4198,ท้องถิ่นเทศบาลตำบลนาข่า
4199,ท้องถิ่นเทศบาลนครอุดรธานี
4200,จังหวัดเลย
4201,อำเภอเมืองเลย
4202,อำเภอนาด้วง
4203,อำเภอเชียงคาน
4204,อำเภอปากชม
4205,อำเภอด่านซ้าย
4206,อำเภอนาแห้ว
4207,อำเภอภูเรือ
4208,อำเภอท่าลี่
4209,อำเภอวังสะพุง
4210,อำเภอภูกระดึง
4211,อำเภอภูหลวง
4212,อำเภอผาขาว
4213,อำเภอเอราวัณ
4214,อำเภอหนองหิน
4279,ท้องถิ่นเทศบาลตำบลโนนปอแดง
4280,ท้องถิ่นเทศบาลตำบลนาดอกคำ
4281,ท้องถิ่นเทศบาลตำบลธาตุ
4282,ท้องถิ่นเทศบาลตำบลนาดินดำ
4283,ท้องถิ่นเทศบาลตำบลนาโป่ง
4284,ท้องถิ่นเทศบาลตำบลนาอาน
4285,ท้องถิ่นเทศบาลตำบลเขาแก้ว
4286,ท้องถิ่นเทศบาลตำบลหนองหิน
4287,ท้องถิ่นเทศบาลตำบลภูกระดึง
4288,ท้องถิ่นเทศบาลเมืองวังสะพุง
4289,ท้องถิ่นเทศบาลตำบลท่าลี่
4290,ท้องถิ่นเทศบาลตำบลภูเรือ
4291,ท้องถิ่นเทศบาลตำบลนาแห้ว
4292,ท้องถิ่นเทศบาลตำบลด่านซ้าย
4293,ท้องถิ่นเทศบาลตำบลปากชม
4294,ท้องถิ่นเทศบาลตำบลเชียงกลม
4295,ท้องถิ่นเทศบาลตำบลเชียงคาน
4296,ท้องถิ่นเทศบาลตำบลนาด้วง
4297,ท้องถิ่นเทศบาลตำบลน้ำสวย
4298,ท้องถิ่นเทศบาลตำบลนาอ้อ
4299,ท้องถิ่นเทศบาลเมืองเลย
4300,จังหวัดหนองคาย
4301,อำเภอเมืองหนองคาย
4302,อำเภอท่าบ่อ
4303,อำเภอบึงกาฬ
4304,อำเภอพรเจริญ
4305,อำเภอโพนพิสัย
4306,อำเภอโซ่พิสัย
4307,อำเภอศรีเชียงใหม่
4308,อำเภอสังคม
4309,อำเภอเซกา
4310,อำเภอปากคาด
4311,อำเภอบึงโขงหลง
4312,อำเภอศรีวิไล
4313,อำเภอบุ่งคล้า
4314,อำเภอสระใคร
4315,อำเภอเฝ้าไร่
4316,อำเภอรัตนวาปี
4317,อำเภอโพธิ์ตาก
4318,กิ่งอำเภอเชิม
4319,กิ่งอำเภอเจ็ดสี
4320,กิ่งอำเภอสามแยกสีชมภู
4321,กิ่งอำเภอหอคำ
4377,ท้องถิ่นเทศบาลตำบลหอคำ
4378,ท้องถิ่นเทศบาลตำบลเฝ้าไร่
4379,ท้องถิ่นเทศบาลตำบลหนองเข็ง
4380,ท้องถิ่นเทศบาลตำบลวิศิษฐ์
4381,ท้องถิ่นเทศบาลตำบลโพธิ์ชัย
4382,ท้องถิ่นเทศบาลตำบลหาดคำ
4383,ท้องถิ่นเทศบาลตำบลศรีวิไล
4384,ท้องถิ่นเทศบาลตำบลบึงโขงหลง
4385,ท้องถิ่นเทศบาลตำบลปากคาด
4386,ท้องถิ่นเทศบาลตำบลศรีพนา
4387,ท้องถิ่นเทศบาลตำบลท่าสะอาด
4388,ท้องถิ่นเทศบาลตำบลสังคม
4389,ท้องถิ่นเทศบาลตำบลศรีเชียงใหม่
4390,ท้องถิ่นเทศบาลตำบลโซ่พิสัย
4391,ท้องถิ่นเทศบาลตำบลโพนพิสัย
4392,ท้องถิ่นเทศบาลตำบลพรเจริญ
4393,ท้องถิ่นเทศบาลตำบลดอนหญ้านาง
